"NetworkFilename","PoseFilename","AgeGroup","MouseID","Strain","Diet","AgeW","AgeAtVid","CFI_norm","score","median_angular_velocity","median_base_tail_lateral_displacement","median_limb_duty_factor","median_nose_lateral_displacement","median_speed_cm_per_sec","median_step_length1","median_step_width","median_stride_length","median_tip_tail_lateral_displacement","stride_count","angular_velocity_iqr","base_tail_lateral_displacement_iqr","limb_duty_factor_iqr","nose_lateral_displacement_iqr","speed_cm_per_sec_iqr","step_length1_iqr","step_width_iqr","stride_length_iqr","tip_tail_lateral_displacement_iqr","median_length","median_width","dAC_mean","dAC_stdev","dAC_min","dAC_median","dB_mean","dB_stdev","dB_max","dB_median","aABC_mean","aABC_stdev","aABC_min","aABC_median","dAC_nongait_mean","dAC_nongait_stdev","dAC_nongait_median","dB_nongait_max","dB_nongait_median","aABC_nongait_mean","aABC_nongait_stdev","aABC_nongait_median","distance_cm","center_time_secs","periphery_time_secs","corner_time_secs","center_distance_cm","periphery_distance_cm","corner_distance_cm","grooming_number_bouts","grooming_duration_secs","Rearing_supported_T5","Rearing_supported_T20","Rearing_supported_T55","Rearing_unsupported_T5","Rearing_unsupported_T20","Rearing_unsupported_T55","Grooming_T5","Grooming_T20","Grooming_T55","alopecia","loss_of_fur_colour","dermatitis","loss_of_whiskers","coat_condition","piloerection","cataracts","eye_discharge_swelling","microphthalmia","corneal_opacity","nasal_discharge","rectal_prolapse","vaginal_uterine","diarrhea","vestibular_disturbance","vision_loss_visual_placing","menace_reflex","tail_stiffening","gait_disorders","tremor","tumours","distended_abdomen","kyphosis","body_condition","breathing_rate_depth","malocclusions","righting_reflex","FLL","FIdate","Batch","Weight","pallor_or_cyanosis","hunched","eye_discharge","changes_to_the_globe","response_to_analgesic","peri_retro_orbital_swelling","vaginal_uterine_prolapse","activity","response_to_external_stimuli","paralysis","tumors","urine","dehydration_reduced_skin_turgor","head_piloerection","thoracic_mass","NFI","temperature","CFI","FIs","loss_of_fur_color","Sex","Tester"
"LL2-B2B/2019-12-23_SPD/LL2-4_AgedB6-0547.avi","LL2-4_AgedB6-0547",1,"AgedB6-0547","B6","AL",43,43,0.160714286,4.500000008,-2.252128563,0.20395193,0.6,0.134073175,15.49076702,2.889939036,2.937778145,5.028270866,0.533810854,843,35.38902463,0.081699849,0.166666667,0.12840951,5.114791995,1.526367307,0.466764148,2.685791289,0.269109519,60.1347847,33.93746185,0.660121948,0.133456442,0.08269526,0.658573531,4.349544235,3.007913253,27.06011826,3.605551275,157.6242011,19.94698381,16.40677215,162.897271,0.096795668,0.031431681,0.09773831,523.5518121,11.54339638,150.6310577,25.49860511,156.6147789,3.872291244,1101.4777,2680.26606,1274.50764,4057.41306,12215.01591,4367.708364,14,206.62928,0.0766666666666667,0.0778333333333333,0.0548989898989899,0.00144444444444444,0.00305555555555555,0.0167979797979798,0.0114444444444444,0.0171111111111111,0.031,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LL2-B2B/2019-12-23_SPD/LL2-4_AgedB6-0666.avi","LL2-4_AgedB6-0666",1,"AgedB6-0666","B6","AL",37,37,0.133928571,3.749999988,-5.654595553,0.161603157,0.555555556,0.109740828,20.07976397,2.664869374,2.72415,5.606415324,0.400117183,1076,38.45715003,0.080835137,0.125,0.135152576,7.692403102,1.19798819,0.345116487,1.765181027,0.26739276,59.44260788,31.5371151,0.639653977,0.13574945,0.139384198,0.641478662,3.602700973,2.462176829,24.52039967,3.041381265,161.203966,17.60651063,17.14761988,165.8737161,0.088297012,0.05034716,0.08510766,528.7014753,11.33578405,154.0446855,25.22553991,160.5358964,5.020455611,862.56996,2859.02182,1235.15116,4655.4606,16241.67922,5643.881661,13,102.8427,0.0635555555555556,0.0691388888888889,0.0488585858585859,0.00011111111111111,0.00375,0.0184040404040404,0.0284444444444444,0.0171666666666667,0.0228585858585859,0.5,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LL2-B2B/2019-12-23_SPD/LL2-4_AgedB6-0666.avi","LL2-4_AgedB6-0666",1,"AgedB6-0666","B6","AL",37,37,0.133928571,3.749999988,-5.654595553,0.161603157,0.555555556,0.109740828,20.07976397,2.664869374,2.72415,5.606415324,0.400117183,1076,38.45715003,0.080835137,0.125,0.135152576,7.692403102,1.19798819,0.345116487,1.765181027,0.26739276,59.44260788,31.5371151,0.639653977,0.13574945,0.139384198,0.641478662,3.602700973,2.462176829,24.52039967,3.041381265,161.203966,17.60651063,17.14761988,165.8737161,0.088297012,0.05034716,0.08510766,528.7014753,11.33578405,154.0446855,25.22553991,160.5358964,5.020455611,862.56996,2859.02182,1235.15116,4655.4606,16241.67922,5643.881661,13,102.8427,0.0635555555555556,0.0691388888888889,0.0488585858585859,0.00011111111111111,0.00375,0.0184040404040404,0.0284444444444444,0.0171666666666667,0.0228585858585859,0.5,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LL2-B2B/2019-12-24_SPD/LL2-1_AgedB6-0532.avi","LL2-1_AgedB6-0532",1,"AgedB6-0532","B6","AL",42,42,0.178571429,5.000000012,-0.31011254,0.193510109,0.6,0.154341833,17.89141704,3.120384964,2.851002878,5.225649734,0.486453679,922,49.04410806,0.093470639,0.181818182,0.161947192,7.5734753,1.546059059,0.397416268,2.230257425,0.274017668,61.48468399,33.6123848,0.670912431,0.135910716,0.147008592,0.673479948,3.85233241,2.457733782,22.27666941,3.201562119,160.7221596,16.37681877,23.40468955,165.1545479,0.116820906,0.030053593,0.117378795,580.0249995,11.23610253,154.5004135,21.12345853,159.869688,4.555260475,696.96488,3087.2016,1302.94738,3675.96416,16168.6539,5726.14494,10,78.46118,0.145,0.0965833333333333,0.0897171717171717,0.00477777777777777,0.0401944444444444,0.0631010101010101,0.00022222222222222,0.0113888888888889,0.0175454545454545,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0.5,0,1,0,0.5,0,0,0,0.5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LL2-B2B/2019-12-24_SPD/LL2-1_AgedB6-0532.avi","LL2-1_AgedB6-0532",1,"AgedB6-0532","B6","AL",42,42,0.178571429,5.000000012,-0.31011254,0.193510109,0.6,0.154341833,17.89141704,3.120384964,2.851002878,5.225649734,0.486453679,922,49.04410806,0.093470639,0.181818182,0.161947192,7.5734753,1.546059059,0.397416268,2.230257425,0.274017668,61.48468399,33.6123848,0.670912431,0.135910716,0.147008592,0.673479948,3.85233241,2.457733782,22.27666941,3.201562119,160.7221596,16.37681877,23.40468955,165.1545479,0.116820906,0.030053593,0.117378795,580.0249995,11.23610253,154.5004135,21.12345853,159.869688,4.555260475,696.96488,3087.2016,1302.94738,3675.96416,16168.6539,5726.14494,10,78.46118,0.145,0.0965833333333333,0.0897171717171717,0.00477777777777777,0.0401944444444444,0.0631010101010101,0.00022222222222222,0.0113888888888889,0.0175454545454545,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0.5,0,1,0,0.5,0,0,0,0.5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LL2-B2B/2019-12-24_SPD/LL2-2_AgedB6-0534.avi","LL2-2_AgedB6-0534",1,"AgedB6-0534","B6","AL",42,42,0.098214286,2.750000008,-4.001374231,0.191412655,0.590909091,0.131479774,18.70143139,2.87942635,2.898153037,5.431388526,0.431607275,927,42.45957867,0.071197716,0.166666667,0.126930357,8.347228618,1.220587732,0.371155257,1.641630237,0.206295984,59.2457695,33.60168457,0.621046978,0.124130582,0.060851019,0.61944126,3.997099959,2.657758013,24.15056935,3.5,159.2816195,17.28753363,16.37354933,163.4680694,0.094482995,0.030021009,0.093825545,573.4989102,10.79351657,152.1534628,22.99598181,157.2702679,4.171283517,533.43598,3248.182,1280.32742,3619.86145,14115.9144,4841.85157,14,160.25724,0.111555555555556,0.0948888888888889,0.0741010101010101,0.0104444444444444,0.0180277777777778,0.0348787878787879,0.00877777777777777,0.0146388888888889,0.0298484848484848,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LL2-B2B/2019-12-24_SPD/LL2-2_AgedB6-0534.avi","LL2-2_AgedB6-0534",1,"AgedB6-0534","B6","AL",42,42,0.098214286,2.750000008,-4.001374231,0.191412655,0.590909091,0.131479774,18.70143139,2.87942635,2.898153037,5.431388526,0.431607275,927,42.45957867,0.071197716,0.166666667,0.126930357,8.347228618,1.220587732,0.371155257,1.641630237,0.206295984,59.2457695,33.60168457,0.621046978,0.124130582,0.060851019,0.61944126,3.997099959,2.657758013,24.15056935,3.5,159.2816195,17.28753363,16.37354933,163.4680694,0.094482995,0.030021009,0.093825545,573.4989102,10.79351657,152.1534628,22.99598181,157.2702679,4.171283517,533.43598,3248.182,1280.32742,3619.86145,14115.9144,4841.85157,14,160.25724,0.111555555555556,0.0948888888888889,0.0741010101010101,0.0104444444444444,0.0180277777777778,0.0348787878787879,0.00877777777777777,0.0146388888888889,0.0298484848484848,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LL2-B2B/2019-12-24_SPD/LL2-2_AgedB6-0534.avi","LL2-2_AgedB6-0534",1,"AgedB6-0534","B6","AL",42,42,0.098214286,2.750000008,-4.001374231,0.191412655,0.590909091,0.131479774,18.70143139,2.87942635,2.898153037,5.431388526,0.431607275,927,42.45957867,0.071197716,0.166666667,0.126930357,8.347228618,1.220587732,0.371155257,1.641630237,0.206295984,59.2457695,33.60168457,0.621046978,0.124130582,0.060851019,0.61944126,3.997099959,2.657758013,24.15056935,3.5,159.2816195,17.28753363,16.37354933,163.4680694,0.094482995,0.030021009,0.093825545,573.4989102,10.79351657,152.1534628,22.99598181,157.2702679,4.171283517,533.43598,3248.182,1280.32742,3619.86145,14115.9144,4841.85157,14,160.25724,0.111555555555556,0.0948888888888889,0.0741010101010101,0.0104444444444444,0.0180277777777778,0.0348787878787879,0.00877777777777777,0.0146388888888889,0.0298484848484848,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LL2-B2B/2019-12-24_SPD/LL2-3_AgedB6-0533.avi","LL2-3_AgedB6-0533",1,"AgedB6-0533","B6","AL",42,42,0.089285714,2.499999992,-3.963739961,0.203369048,0.5625,0.138239466,19.28520452,2.834697468,2.852197931,5.736185607,0.49367991,1037,43.44174956,0.077160853,0.142857143,0.139484287,8.243938876,1.467058105,0.379089473,1.836625989,0.254215074,57.1649704,32.56210709,0.632569648,0.121280826,0.106882154,0.625010449,3.18252423,1.993349119,21.914607,2.828427125,164.3863894,13.95406389,17.01254681,167.9492151,0.105005194,0.027853927,0.104022,552.5332569,10.9658561,158.5948207,18.99412003,163.1913084,4.958325486,811.32168,2970.29602,1190.47784,4846.20334,16114.1583,5451.286446,8,92.49232,0.0762222222222222,0.0404722222222222,0.046989898989899,0.0165555555555555,0.03225,0.0325252525252525,0,0.0135277777777778,0.0142222222222222,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LL2-B2B/2020-01-02_SPD/LL2-1_AgedB6-0750.avi","LL2-1_AgedB6-0750",1,"AgedB6-0750","B6","AL",28,28,0.080357143,2.250000004,-8.753571977,0.158241524,0.5625,0.121046676,19.02354051,2.351864931,2.710791341,4.76525193,0.417215399,1755,44.89123893,0.061417935,0.15,0.131119241,8.303856018,1.296106133,0.338304176,1.630995826,0.217234629,58.76601219,31.77363682,0.502651719,0.096382359,0.054645433,0.507280561,3.331607241,2.132973653,33.54101966,3,163.0112843,16.1068289,10.17944248,167.3936871,0.097363291,0.073650811,0.089886341,589.7541861,11.18033989,154.5810772,24.87299434,161.0580221,6.154202974,728.46115,2933.1634,1238.63704,5949.04445,18204.656,5972.7663,7,57.59084,0.0603333333333333,0.0546666666666667,0.049989898989899,0.0531111111111111,0.0425277777777778,0.0708585858585859,0.00855555555555555,0.00994444444444444,0.0208080808080808,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LL2-B2B/2020-01-02_SPD/LL2-1_AgedB6-0750.avi","LL2-1_AgedB6-0750",1,"AgedB6-0750","B6","AL",28,28,0.080357143,2.250000004,-8.753571977,0.158241524,0.5625,0.121046676,19.02354051,2.351864931,2.710791341,4.76525193,0.417215399,1755,44.89123893,0.061417935,0.15,0.131119241,8.303856018,1.296106133,0.338304176,1.630995826,0.217234629,58.76601219,31.77363682,0.502651719,0.096382359,0.054645433,0.507280561,3.331607241,2.132973653,33.54101966,3,163.0112843,16.1068289,10.17944248,167.3936871,0.097363291,0.073650811,0.089886341,589.7541861,11.18033989,154.5810772,24.87299434,161.0580221,6.154202974,728.46115,2933.1634,1238.63704,5949.04445,18204.656,5972.7663,7,57.59084,0.0603333333333333,0.0546666666666667,0.049989898989899,0.0531111111111111,0.0425277777777778,0.0708585858585859,0.00855555555555555,0.00994444444444444,0.0208080808080808,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LL2-B2B/2020-01-02_SPD/LL2-2_AgedB6-0675.avi","LL2-2_AgedB6-0675",1,"AgedB6-0675","B6","AL",39,39,0.214285714,5.999999992,-1.954400425,0.172844256,0.571428571,0.120839453,17.08906657,2.22885,3.21945,4.966910778,0.477810929,916,33.03242867,0.071752261,0.166666667,0.094471942,6.098038033,1.52050108,0.406629318,1.733645422,0.22853548,57.69099045,37.37698364,0.60790838,0.147954348,0.015865023,0.610545798,4.739468745,3.826639409,30.3726851,3.640054945,153.2219007,26.43831717,0.539492337,161.0992421,0.09394012,0.055435807,0.091438018,577.699749,11.40175425,144.642672,33.88906397,154.490278,3.82822263,405.11054,3256.4564,1562.99578,2406.06962,13581.477,5398.3301,18,386.01374,0.100444444444444,0.0709722222222222,0.0495959595959596,0.00711111111111111,0.0325833333333333,0.0432727272727273,0.0213333333333333,0.0506388888888889,0.0901111111111111,0,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0.5,0.5,0.5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LL2-B2B/2020-01-02_SPD/LL2-2_AgedB6-0675.avi","LL2-2_AgedB6-0675",1,"AgedB6-0675","B6","AL",39,39,0.214285714,5.999999992,-1.954400425,0.172844256,0.571428571,0.120839453,17.08906657,2.22885,3.21945,4.966910778,0.477810929,916,33.03242867,0.071752261,0.166666667,0.094471942,6.098038033,1.52050108,0.406629318,1.733645422,0.22853548,57.69099045,37.37698364,0.60790838,0.147954348,0.015865023,0.610545798,4.739468745,3.826639409,30.3726851,3.640054945,153.2219007,26.43831717,0.539492337,161.0992421,0.09394012,0.055435807,0.091438018,577.699749,11.40175425,144.642672,33.88906397,154.490278,3.82822263,405.11054,3256.4564,1562.99578,2406.06962,13581.477,5398.3301,18,386.01374,0.100444444444444,0.0709722222222222,0.0495959595959596,0.00711111111111111,0.0325833333333333,0.0432727272727273,0.0213333333333333,0.0506388888888889,0.0901111111111111,0,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0.5,0.5,0.5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LL2-B2B/2020-01-02_SPD/LL2-2_AgedB6-0751.avi","LL2-2_AgedB6-0751",1,"AgedB6-0751","B6","AL",28,28,0.098214286,2.750000008,2.268006208,0.180400865,0.5625,0.110697512,19.78397793,3.038238826,2.789390854,5.572125,0.429330801,1009,33.37411383,0.066745108,0.136363636,0.092691028,7.916142216,1.377309335,0.360873116,1.772902004,0.21682464,55.97274017,32.80904579,0.556760215,0.143809269,0.099148501,0.555585592,3.788606376,2.631984395,29.36409372,3.16227766,158.1867199,20.31891581,6.303627756,163.8355008,0.087661181,0.045822979,0.085086546,598.3193127,11.28051417,150.4289964,26.86494173,157.1027369,4.205836131,390.54432,3331.0479,2022.06014,3106.41834,14674.8222,6244.6185,18,238.02634,0.0398888888888889,0.0610277777777778,0.0456565656565657,0.00622222222222222,0.0225555555555556,0.0808181818181818,0.0348888888888889,0.0150555555555555,0.0507070707070707,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LL2-B2B/2020-01-02_SPD/LL2-2_AgedB6-0751.avi","LL2-2_AgedB6-0751",1,"AgedB6-0751","B6","AL",28,28,0.098214286,2.750000008,2.268006208,0.180400865,0.5625,0.110697512,19.78397793,3.038238826,2.789390854,5.572125,0.429330801,1009,33.37411383,0.066745108,0.136363636,0.092691028,7.916142216,1.377309335,0.360873116,1.772902004,0.21682464,55.97274017,32.80904579,0.556760215,0.143809269,0.099148501,0.555585592,3.788606376,2.631984395,29.36409372,3.16227766,158.1867199,20.31891581,6.303627756,163.8355008,0.087661181,0.045822979,0.085086546,598.3193127,11.28051417,150.4289964,26.86494173,157.1027369,4.205836131,390.54432,3331.0479,2022.06014,3106.41834,14674.8222,6244.6185,18,238.02634,0.0398888888888889,0.0610277777777778,0.0456565656565657,0.00622222222222222,0.0225555555555556,0.0808181818181818,0.0348888888888889,0.0150555555555555,0.0507070707070707,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LL2-B2B/2020-01-02_SPD/LL2-3_AgedB6-0676.avi","LL2-3_AgedB6-0676",1,"AgedB6-0676","B6","AL",39,39,0.214285714,5.999999992,-0.319050639,0.176188497,0.555555556,0.130077822,16.91192688,2.72415,3.046233031,4.953,0.600523149,1817,35.28475986,0.073503782,0.15,0.117467309,6.558533579,1.498659573,0.394873929,1.855440706,0.262294201,60.12816429,35.77488899,0.679319352,0.123383209,0.123511655,0.682115409,3.792293164,2.988601021,26.76751763,3.041381265,161.2795006,19.20542271,24.43033563,167.0534905,0.094204546,0.061037386,0.089721527,561.7917764,10.19803903,152.7286076,28.01437112,160.5599652,5.827803334,598.14916,3066.84652,1382.1947,5349.887005,17944.3708,5922.54021,11,164.22116,0.0307777777777778,0.0455555555555556,0.0317777777777778,0.00255555555555555,0.0035,0.0147777777777778,0.00255555555555555,0.00777777777777777,0.0421515151515151,0,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0.5,0.5,0.5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LL2-B2B/2020-01-02_SPD/LL2-3_AgedB6-0676.avi","LL2-3_AgedB6-0676",1,"AgedB6-0676","B6","AL",39,39,0.214285714,5.999999992,-0.319050639,0.176188497,0.555555556,0.130077822,16.91192688,2.72415,3.046233031,4.953,0.600523149,1817,35.28475986,0.073503782,0.15,0.117467309,6.558533579,1.498659573,0.394873929,1.855440706,0.262294201,60.12816429,35.77488899,0.679319352,0.123383209,0.123511655,0.682115409,3.792293164,2.988601021,26.76751763,3.041381265,161.2795006,19.20542271,24.43033563,167.0534905,0.094204546,0.061037386,0.089721527,561.7917764,10.19803903,152.7286076,28.01437112,160.5599652,5.827803334,598.14916,3066.84652,1382.1947,5349.887005,17944.3708,5922.54021,11,164.22116,0.0307777777777778,0.0455555555555556,0.0317777777777778,0.00255555555555555,0.0035,0.0147777777777778,0.00255555555555555,0.00777777777777777,0.0421515151515151,0,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0.5,0.5,0.5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LL2-B2B/2020-01-02_SPD/LL2-3_AgedB6-0752.avi","LL2-3_AgedB6-0752",1,"AgedB6-0752","B6","AL",28,28,0.098214286,2.750000008,-3.008542334,0.155456376,0.5625,0.121048208,20.06900087,2.856551234,2.618433045,5.105435541,0.431160148,1805,42.85677987,0.06483709,0.142857143,0.116420032,9.27412121,1.287367109,0.35883341,1.688269605,0.22510483,57.38239288,32.13912582,0.663955273,0.136538797,0.035438496,0.673564524,3.693643757,2.959940413,24.86966023,3.041381265,160.3102217,21.37523655,4.763641691,166.3786021,0.081092098,0.054353898,0.077693589,555.0441424,11.01135777,150.4998882,30.20997794,158.6293777,6.042081529,748.68508,2914.2025,1338.49722,5632.2906,18878.56142,6509.4175,16,173.34462,0.107888888888889,0.0858333333333333,0.0605858585858586,0.00944444444444444,0.00638888888888888,0.0205656565656566,0.0198888888888889,0.0254166666666667,0.049979797979798,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LL2-B2B/2020-01-02_SPD/LL2-3_AgedB6-0752.avi","LL2-3_AgedB6-0752",1,"AgedB6-0752","B6","AL",28,28,0.098214286,2.750000008,-3.008542334,0.155456376,0.5625,0.121048208,20.06900087,2.856551234,2.618433045,5.105435541,0.431160148,1805,42.85677987,0.06483709,0.142857143,0.116420032,9.27412121,1.287367109,0.35883341,1.688269605,0.22510483,57.38239288,32.13912582,0.663955273,0.136538797,0.035438496,0.673564524,3.693643757,2.959940413,24.86966023,3.041381265,160.3102217,21.37523655,4.763641691,166.3786021,0.081092098,0.054353898,0.077693589,555.0441424,11.01135777,150.4998882,30.20997794,158.6293777,6.042081529,748.68508,2914.2025,1338.49722,5632.2906,18878.56142,6509.4175,16,173.34462,0.107888888888889,0.0858333333333333,0.0605858585858586,0.00944444444444444,0.00638888888888888,0.0205656565656566,0.0198888888888889,0.0254166666666667,0.049979797979798,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LL2-B2B/2020-01-02_SPD/LL2-4_AgedB6-0677.avi","LL2-4_AgedB6-0677",1,"AgedB6-0677","B6","AL",39,39,0.151785714,4.249999992,3.322765013,0.167303002,0.607142857,0.117228018,16.16774683,2.226997147,2.982682903,4.898527016,0.438134903,713,27.12947057,0.073205105,0.142045455,0.088169525,5.159289222,1.544334986,0.402915462,1.72581848,0.259435729,57.19177628,34.82874298,0.612209606,0.119596957,0.031943828,0.614451805,3.661340133,2.508826143,25.94224354,3.16227766,161.2656541,17.8189316,0,165.8608917,0.104753213,0.050628077,0.101618296,498.5920176,11.10180166,154.0985335,24.36949257,159.9705055,3.682399014,990.04612,2732.9935,994.35596,4092.41408,10789.6132,3509.30032,12,116.33896,0.0267777777777778,0.0401388888888889,0.0304040404040404,0.00255555555555555,0.016,0.0468585858585858,0.0116666666666667,0.00830555555555555,0.0283333333333333,0,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LL2-B2B/2020-01-02_SPD/LL2-4_AgedB6-0677.avi","LL2-4_AgedB6-0677",1,"AgedB6-0677","B6","AL",39,39,0.151785714,4.249999992,3.322765013,0.167303002,0.607142857,0.117228018,16.16774683,2.226997147,2.982682903,4.898527016,0.438134903,713,27.12947057,0.073205105,0.142045455,0.088169525,5.159289222,1.544334986,0.402915462,1.72581848,0.259435729,57.19177628,34.82874298,0.612209606,0.119596957,0.031943828,0.614451805,3.661340133,2.508826143,25.94224354,3.16227766,161.2656541,17.8189316,0,165.8608917,0.104753213,0.050628077,0.101618296,498.5920176,11.10180166,154.0985335,24.36949257,159.9705055,3.682399014,990.04612,2732.9935,994.35596,4092.41408,10789.6132,3509.30032,12,116.33896,0.0267777777777778,0.0401388888888889,0.0304040404040404,0.00255555555555555,0.016,0.0468585858585858,0.0116666666666667,0.00830555555555555,0.0283333333333333,0,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
