name,latent_embedding_mean_0,latent_embedding_mean_1,latent_embedding_mean_2,latent_embedding_mean_3,latent_embedding_median_0,latent_embedding_median_1,latent_embedding_median_2,latent_embedding_median_3,latent_embedding_std_0,latent_embedding_std_1,latent_embedding_std_2,latent_embedding_std_3,avg_bout_length_0,total_duration_0,num_bouts_0,avg_bout_length_1,total_duration_1,num_bouts_1,avg_bout_length_2,total_duration_2,num_bouts_2,avg_bout_length_3,total_duration_3,num_bouts_3,avg_bout_length_4,total_duration_4,num_bouts_4,avg_bout_length_5,total_duration_5,num_bouts_5,avg_bout_length_6,total_duration_6,num_bouts_6,avg_bout_length_7,total_duration_7,num_bouts_7,avg_bout_length_8,total_duration_8,num_bouts_8,avg_bout_length_9,total_duration_9,num_bouts_9,avg_bout_length_10,total_duration_10,num_bouts_10,avg_bout_length_11,total_duration_11,num_bouts_11,avg_bout_length_12,total_duration_12,num_bouts_12,avg_bout_length_13,total_duration_13,num_bouts_13,avg_bout_length_14,total_duration_14,num_bouts_14,avg_bout_length_15,total_duration_15,num_bouts_15,avg_bout_length_16,total_duration_16,num_bouts_16,avg_bout_length_17,total_duration_17,num_bouts_17,avg_bout_length_18,total_duration_18,num_bouts_18,avg_bout_length_19,total_duration_19,num_bouts_19,avg_bout_length_20,total_duration_20,num_bouts_20,avg_bout_length_21,total_duration_21,num_bouts_21,avg_bout_length_22,total_duration_22,num_bouts_22,avg_bout_length_23,total_duration_23,num_bouts_23,avg_bout_length_24,total_duration_24,num_bouts_24,avg_bout_length_25,total_duration_25,num_bouts_25,avg_bout_length_26,total_duration_26,num_bouts_26,avg_bout_length_27,total_duration_27,num_bouts_27,avg_bout_length_28,total_duration_28,num_bouts_28,avg_bout_length_29,total_duration_29,num_bouts_29,avg_bout_length_30,total_duration_30,num_bouts_30,avg_bout_length_31,total_duration_31,num_bouts_31,avg_bout_length_32,total_duration_32,num_bouts_32,avg_bout_length_33,total_duration_33,num_bouts_33,avg_bout_length_34,total_duration_34,num_bouts_34,avg_bout_length_35,total_duration_35,num_bouts_35,avg_bout_length_36,total_duration_36,num_bouts_36,avg_bout_length_37,total_duration_37,num_bouts_37,avg_bout_length_38,total_duration_38,num_bouts_38,avg_bout_length_39,total_duration_39,num_bouts_39,avg_bout_length_40,total_duration_40,num_bouts_40,avg_bout_length_41,total_duration_41,num_bouts_41,avg_bout_length_42,total_duration_42,num_bouts_42,avg_bout_length_43,total_duration_43,num_bouts_43,avg_bout_length_44,total_duration_44,num_bouts_44,avg_bout_length_45,total_duration_45,num_bouts_45,avg_bout_length_46,total_duration_46,num_bouts_46,avg_bout_length_47,total_duration_47,num_bouts_47,avg_bout_length_48,total_duration_48,num_bouts_48,avg_bout_length_49,total_duration_49,num_bouts_49,avg_bout_length_50,total_duration_50,num_bouts_50,avg_bout_length_51,total_duration_51,num_bouts_51,avg_bout_length_52,total_duration_52,num_bouts_52,avg_bout_length_53,total_duration_53,num_bouts_53,avg_bout_length_54,total_duration_54,num_bouts_54,avg_bout_length_55,total_duration_55,num_bouts_55,avg_bout_length_56,total_duration_56,num_bouts_56,avg_bout_length_57,total_duration_57,num_bouts_57,avg_bout_length_58,total_duration_58,num_bouts_58,avg_bout_length_59,total_duration_59,num_bouts_59,avg_bout_length_60,total_duration_60,num_bouts_60,avg_bout_length_61,total_duration_61,num_bouts_61,avg_bout_length_62,total_duration_62,num_bouts_62,avg_bout_length_63,total_duration_63,num_bouts_63,avg_bout_length_64,total_duration_64,num_bouts_64,avg_bout_length_65,total_duration_65,num_bouts_65,avg_bout_length_66,total_duration_66,num_bouts_66,avg_bout_length_67,total_duration_67,num_bouts_67,avg_bout_length_68,total_duration_68,num_bouts_68,avg_bout_length_69,total_duration_69,num_bouts_69,avg_bout_length_70,total_duration_70,num_bouts_70,avg_bout_length_71,total_duration_71,num_bouts_71,avg_bout_length_72,total_duration_72,num_bouts_72,avg_bout_length_73,total_duration_73,num_bouts_73,avg_bout_length_74,total_duration_74,num_bouts_74,avg_bout_length_75,total_duration_75,num_bouts_75,avg_bout_length_76,total_duration_76,num_bouts_76,avg_bout_length_77,total_duration_77,num_bouts_77,avg_bout_length_78,total_duration_78,num_bouts_78,avg_bout_length_79,total_duration_79,num_bouts_79,avg_bout_length_80,total_duration_80,num_bouts_80,avg_bout_length_81,total_duration_81,num_bouts_81,avg_bout_length_82,total_duration_82,num_bouts_82,avg_bout_length_83,total_duration_83,num_bouts_83,avg_bout_length_84,total_duration_84,num_bouts_84,avg_bout_length_85,total_duration_85,num_bouts_85,avg_bout_length_86,total_duration_86,num_bouts_86,avg_bout_length_87,total_duration_87,num_bouts_87,avg_bout_length_88,total_duration_88,num_bouts_88,avg_bout_length_89,total_duration_89,num_bouts_89,avg_bout_length_90,total_duration_90,num_bouts_90,avg_bout_length_91,total_duration_91,num_bouts_91,avg_bout_length_92,total_duration_92,num_bouts_92,avg_bout_length_93,total_duration_93,num_bouts_93,avg_bout_length_95,total_duration_95,num_bouts_95,avg_bout_length_96,total_duration_96,num_bouts_96,transition_matrix_kpms_dendrogram_0_kpms_dendrogram_1,transition_matrix_kpms_dendrogram_0_kpms_dendrogram_2,transition_matrix_kpms_dendrogram_0_kpms_dendrogram_3,transition_matrix_kpms_dendrogram_0_kpms_dendrogram_4,transition_matrix_kpms_dendrogram_1_kpms_dendrogram_0,transition_matrix_kpms_dendrogram_1_kpms_dendrogram_2,transition_matrix_kpms_dendrogram_1_kpms_dendrogram_3,transition_matrix_kpms_dendrogram_1_kpms_dendrogram_4,transition_matrix_kpms_dendrogram_2_kpms_dendrogram_0,transition_matrix_kpms_dendrogram_2_kpms_dendrogram_1,transition_matrix_kpms_dendrogram_2_kpms_dendrogram_3,transition_matrix_kpms_dendrogram_2_kpms_dendrogram_4,transition_matrix_kpms_dendrogram_3_kpms_dendrogram_0,transition_matrix_kpms_dendrogram_3_kpms_dendrogram_1,transition_matrix_kpms_dendrogram_3_kpms_dendrogram_2,transition_matrix_kpms_dendrogram_3_kpms_dendrogram_4,transition_matrix_kpms_dendrogram_4_kpms_dendrogram_0,transition_matrix_kpms_dendrogram_4_kpms_dendrogram_1,transition_matrix_kpms_dendrogram_4_kpms_dendrogram_2,transition_matrix_kpms_dendrogram_4_kpms_dendrogram_3
LL1-B2B__2020-06-26_SPD__AgedB6-0892,0.16626497859290368,0.048911086122996515,-0.858455839860906,-0.15950029975428784,0.24334451455365078,-0.14502051328500878,-0.9527050438094887,-0.09561514712881859,1.184278002018867,1.1480598827216264,1.059322525062606,1.1642739176952703,5.089285714285714,570.0,112,7.530864197530864,610.0,81,5.382513661202186,1970.0,366,5.528688524590164,1349.0,244,11.68,584.0,50,4.606299212598425,585.0,127,5.951219512195122,488.0,82,5.321192052980132,1607.0,302,6.686868686868687,662.0,99,10.346938775510203,507.0,49,8.366666666666667,753.0,90,7.162790697674419,308.0,43,6.9186046511627906,595.0,86,5.614678899082569,612.0,109,7.036842105263158,1337.0,190,13.411764705882353,456.0,34,6.408163265306122,942.0,147,11.242152466367713,2507.0,223,12.785714285714286,358.0,28,7.649122807017544,436.0,57,11.691756272401435,3262.0,279,7.638297872340425,359.0,47,12.68,317.0,25,11.25,2295.0,204,11.083788706739526,6085.0,549,12.125,582.0,48,7.270588235294118,618.0,85,8.576923076923077,892.0,104,7.785185185185185,1051.0,135,12.365217391304348,1422.0,115,44.86363636363637,987.0,22,8.501818181818182,2338.0,275,7.7317073170731705,317.0,41,9.98876404494382,3556.0,356,13.31578947368421,253.0,19,8.227513227513228,1555.0,189,61.785714285714285,1730.0,28,9.245283018867925,4900.0,530,9.521739130434783,876.0,92,7.309782608695652,1345.0,184,51.48571428571429,1802.0,35,68.33333333333333,5945.0,87,9.80295566502463,1990.0,203,111.23076923076923,1446.0,13,7.446236559139785,1385.0,186,6.777777777777778,122.0,18,11.0,187.0,17,20.784256559766764,7129.0,343,7.678571428571429,215.0,28,10.703125,685.0,64,10.675,427.0,40,10.170731707317072,417.0,41,9.857142857142858,552.0,56,16.12121212121212,532.0,33,7.025,281.0,40,11.275,451.0,40,10.287878787878787,679.0,66,12.39622641509434,657.0,53,17.625,141.0,8,9.75,117.0,12,24.3,3888.0,160,215.22222222222223,3874.0,18,119.33333333333333,1074.0,9,15.076923076923077,196.0,13,16.06122448979592,787.0,49,14.19047619047619,298.0,21,14.857142857142858,208.0,14,152.64285714285714,2137.0,14,8.169014084507042,580.0,71,17.284122562674096,6205.0,359,154.42857142857142,1081.0,7,148.7,1487.0,10,1.7878787878787878,118.0,66,25.015625,4803.0,192,96.25,385.0,4,24.0,120.0,5,25.2,378.0,15,59.0,118.0,2,6.0,6.0,1,44.3,443.0,10,18.0,108.0,6,47.75,191.0,4,1.0,1.0,1,16.2,81.0,5,22.25,89.0,4,140.0,1260.0,9,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,17.80952380952381,748.0,42,8.0,8.0,1,240.0,240.0,1,92.0,92.0,1,0.0,0.0,0,0.0,0.0,0,4.5,9.0,2,0.6557377049180327,0.2471626733921816,0.08953341740226986,0.007566204287515763,0.797153024911032,0.13701067615658363,0.03202846975088968,0.033807829181494664,0.28797886393659183,0.0726552179656539,0.6261558784676354,0.013210039630118891,0.14986737400530503,0.003978779840848806,0.4973474801061008,0.34880636604774534,0.0,0.07114624505928854,0.0,0.9288537549407114
LL2-B6__2021-06-09_SPD__AgedB6-2259,-0.09366396804000743,-0.04292905440267235,-0.12253790044012552,-0.04608889686443931,-0.19509485809108912,-0.3139107494650276,-0.12911537796191092,-0.07024500142369061,0.990160030646698,0.9345133959749135,1.0188327791781502,1.0361074401314816,9.683923705722071,3554.0,367,9.410138248847927,2042.0,217,7.784511784511785,2312.0,297,8.464968152866241,1329.0,157,12.415730337078651,2210.0,178,7.135746606334842,1577.0,221,9.888349514563107,2037.0,206,8.577922077922079,1321.0,154,10.321167883211679,1414.0,137,13.86283185840708,3133.0,226,9.567708333333334,1837.0,192,12.575268817204302,2339.0,186,15.254237288135593,2700.0,177,7.574626865671642,1015.0,134,8.216216216216216,912.0,111,16.19178082191781,2364.0,146,8.024390243902438,1316.0,164,13.129310344827585,1523.0,116,17.61832061068702,2308.0,131,9.630573248407643,1512.0,157,10.027027027027026,1484.0,148,13.50943396226415,1432.0,106,17.185430463576157,2595.0,151,14.707142857142857,2059.0,140,9.920529801324504,1498.0,151,16.944444444444443,1525.0,90,10.2,1275.0,125,13.634782608695652,1568.0,115,12.6875,1015.0,80,16.619402985074625,2227.0,134,36.50406504065041,4490.0,123,10.305555555555555,742.0,72,13.166666666666666,1106.0,84,12.876712328767123,1880.0,146,14.329268292682928,1175.0,82,12.713235294117647,1729.0,136,23.276315789473685,1769.0,76,8.133333333333333,488.0,60,13.09016393442623,1597.0,122,10.569620253164556,835.0,79,38.21052631578947,2904.0,76,47.93055555555556,3451.0,72,16.455223880597014,2205.0,134,28.859154929577464,2049.0,71,11.27027027027027,417.0,37,17.68421052631579,672.0,38,16.5,825.0,50,18.866666666666667,1698.0,90,12.960526315789474,985.0,76,19.254901960784313,982.0,51,19.42105263157895,1476.0,76,12.826086956521738,590.0,46,19.56756756756757,1448.0,74,20.05,802.0,40,21.216666666666665,1273.0,60,13.105263157894736,498.0,38,17.6046511627907,757.0,43,17.666666666666668,689.0,39,32.39473684210526,1231.0,38,20.714285714285715,725.0,35,14.444444444444445,260.0,18,52.333333333333336,785.0,15,40.38235294117647,1373.0,34,38.255319148936174,1798.0,47,34.121212121212125,1126.0,33,14.61111111111111,263.0,18,14.5625,233.0,16,45.857142857142854,321.0,7,16.866666666666667,253.0,15,5.833333333333333,70.0,12,49.111111111111114,884.0,18,110.14285714285714,771.0,7,4.142857142857143,29.0,7,8.117647058823529,138.0,17,48.25,579.0,12,22.833333333333332,137.0,6,38.0,532.0,14,62.4,312.0,5,62.0,62.0,1,53.0,212.0,4,30.333333333333332,182.0,6,19.0,19.0,1,53.2,266.0,5,17.25,69.0,4,58.0,116.0,2,34.333333333333336,103.0,3,60.333333333333336,181.0,3,3.5,7.0,2,0.0,0.0,0,15.5,31.0,2,0.0,0.0,0,79.0,79.0,1,18.5,37.0,2,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.6150341685649203,0.3337129840546697,0.04441913439635535,0.00683371298405467,0.8909710391822828,0.08006814310051108,0.005110732538330494,0.02385008517887564,0.4626038781163435,0.008310249307479225,0.5263157894736842,0.002770083102493075,0.09181636726546906,0.005988023952095809,0.7385229540918163,0.16367265469061876,0.0,0.2,0.0,0.8
LL4-B2B__2019-09-04_SPD__LL4-3_AgedB6-0255,0.4825851765094356,0.16736061602084618,-0.018246950319103606,-0.2127264828722634,0.5915633255719641,-0.240932756131661,-0.017811516428763795,-0.08646721543043609,0.9351317945689139,1.2597253477576265,1.0677807044822445,1.2023955372271373,7.9423076923076925,1239.0,156,9.690402476780186,3130.0,323,8.865771812080537,1321.0,149,8.11032028469751,2279.0,281,13.931372549019608,2842.0,204,6.957081545064377,1621.0,233,9.732394366197184,691.0,71,7.172413793103448,1456.0,203,10.512727272727274,2891.0,275,14.03191489361702,1319.0,94,9.895238095238096,1039.0,105,12.37062937062937,1769.0,143,13.279569892473118,1235.0,93,8.280155642023347,2128.0,257,9.138755980861244,1910.0,209,15.69811320754717,832.0,53,7.27027027027027,538.0,74,11.573275862068966,2685.0,232,18.563636363636363,3063.0,165,12.51592356687898,1965.0,157,11.765625,753.0,64,12.254901960784315,1875.0,153,11.185185185185185,604.0,54,13.611374407582938,2872.0,211,6.385964912280702,364.0,57,15.402298850574713,2680.0,174,10.883720930232558,936.0,86,11.77456647398844,2037.0,173,9.45138888888889,1361.0,144,14.122448979591837,2076.0,147,39.58064516129032,2454.0,62,10.365714285714287,1814.0,175,12.481203007518797,1660.0,133,11.509803921568627,587.0,51,16.825396825396826,1060.0,63,13.956989247311828,1298.0,93,25.19047619047619,3174.0,126,9.004926108374384,1828.0,203,9.11111111111111,328.0,36,12.346456692913385,1568.0,127,34.513888888888886,2485.0,72,35.53781512605042,4229.0,119,13.079365079365079,824.0,63,27.95,559.0,20,11.925925925925926,1288.0,108,20.742424242424242,2738.0,132,20.27848101265823,1602.0,79,15.440944881889763,1961.0,127,11.6,464.0,40,13.605263157894736,517.0,38,11.8,354.0,30,20.34375,1302.0,64,14.785714285714286,207.0,14,21.055555555555557,379.0,18,17.708333333333332,425.0,24,13.404255319148936,630.0,47,19.304347826086957,444.0,23,16.523809523809526,347.0,21,18.41176470588235,313.0,17,23.35,467.0,20,18.09090909090909,398.0,22,51.81578947368421,1969.0,38,68.27272727272727,751.0,11,39.375,630.0,16,11.875,190.0,16,16.035714285714285,449.0,28,18.166666666666668,327.0,18,52.21951219512195,2141.0,41,13.84,346.0,25,4.7631578947368425,181.0,38,53.6,268.0,5,55.03448275862069,1596.0,29,3.0,39.0,13,10.341463414634147,424.0,41,51.45454545454545,1132.0,22,73.4,367.0,5,30.186046511627907,1298.0,43,47.0,141.0,3,72.11111111111111,649.0,9,73.0,146.0,2,25.0,25.0,1,17.0,34.0,2,0.0,0.0,0,60.09090909090909,661.0,11,22.714285714285715,159.0,7,72.0,72.0,1,80.58333333333333,967.0,12,6.0,18.0,3,104.625,837.0,8,0.0,0.0,0,42.733333333333334,641.0,15,112.3125,1797.0,16,52.0,156.0,3,261.0,522.0,2,0.0,0.0,0,1.0,1.0,1,0.4946004319654428,0.42764578833693306,0.07127429805615551,0.0064794816414686825,0.7860082304526749,0.1646090534979424,0.00823045267489712,0.0411522633744856,0.289198606271777,0.005807200929152149,0.7003484320557491,0.004645760743321719,0.055269922879177376,0.002570694087403599,0.7750642673521851,0.16709511568123395,0.0,0.09333333333333334,0.0,0.9066666666666666
LL4-B2B__2019-09-04_SPD__LL4-4_AgedB6-0256,0.16617205268762208,-0.447593400632134,-0.1935096528820608,-0.028989942265060152,0.19953914607996243,-0.6392513904128,-0.257564771166743,-0.01830495982239175,0.9669487089513236,0.7764004386504098,0.8943134978090554,0.8893060536312781,8.114537444933921,1842.0,227,9.282392026578073,2794.0,301,7.8494208494208495,2033.0,259,7.565217391304348,2262.0,299,13.976415094339623,2963.0,212,7.654708520179372,1707.0,223,8.622047244094489,1095.0,127,7.441947565543071,1987.0,267,10.512820512820513,2050.0,195,14.55367231638418,2576.0,177,11.408602150537634,2122.0,186,11.027972027972028,1577.0,143,13.141104294478527,2142.0,163,8.477178423236515,2043.0,241,8.42713567839196,1677.0,199,15.495327102803738,1658.0,107,9.932584269662922,1768.0,178,13.06951871657754,2444.0,187,20.959731543624162,3123.0,149,10.29251700680272,1513.0,147,10.744186046511627,1386.0,129,12.666666666666666,1558.0,123,16.929577464788732,1202.0,71,15.157142857142857,1061.0,70,9.531428571428572,1668.0,175,15.263473053892216,2549.0,167,12.181102362204724,1547.0,127,11.542857142857143,1616.0,140,13.436842105263159,2553.0,190,12.181818181818182,670.0,55,26.706521739130434,2457.0,92,14.382775119617225,3006.0,209,13.364341085271318,1724.0,129,13.118055555555555,1889.0,144,17.0875,1367.0,80,13.3121387283237,2303.0,173,28.34065934065934,2579.0,91,11.347826086956522,1827.0,161,14.144927536231885,976.0,69,12.572222222222223,2263.0,180,38.60294117647059,2625.0,68,34.111111111111114,921.0,27,14.97841726618705,2082.0,139,33.875,1084.0,32,15.827586206896552,2754.0,174,17.70873786407767,1824.0,103,22.053333333333335,1654.0,75,14.152173913043478,651.0,46,14.654545454545454,806.0,55,17.44,872.0,50,15.392857142857142,431.0,28,13.871794871794872,541.0,39,17.517241379310345,508.0,29,25.0,350.0,14,23.333333333333332,700.0,30,13.942857142857143,488.0,35,16.384615384615383,639.0,39,17.217391304347824,396.0,23,33.148148148148145,895.0,27,25.379310344827587,736.0,29,16.5,231.0,14,53.357142857142854,1494.0,28,40.6,203.0,5,33.56521739130435,772.0,23,24.923076923076923,648.0,26,16.0,112.0,7,15.2,76.0,5,48.407407407407405,1307.0,27,20.5,287.0,14,7.7555555555555555,349.0,45,37.53846153846154,488.0,13,52.8125,845.0,16,4.333333333333333,13.0,3,13.285714285714286,93.0,7,77.2,772.0,10,9.5,19.0,2,39.8,398.0,10,40.666666666666664,122.0,3,18.0,36.0,2,0.0,0.0,0,0.0,0.0,0,107.0,321.0,3,0.0,0.0,0,141.0,141.0,1,90.33333333333333,271.0,3,458.0,458.0,1,67.0,67.0,1,3.5,7.0,2,0.0,0.0,0,16.5,33.0,2,0.0,0.0,0,0.0,0.0,0,26.0,52.0,2,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.5464684014869888,0.37794299876084264,0.07187112763320942,0.0037174721189591076,0.888402625820569,0.09190371991247265,0.002188183807439825,0.0175054704595186,0.35275080906148865,0.011866235167206042,0.6343042071197411,0.0010787486515641855,0.10407876230661041,0.0028129395218002813,0.8002812939521801,0.09282700421940929,0.0,0.109375,0.0,0.890625
LL5-B2B__2019-12-23_SPD__LL5-4_AgedB6-0430,-0.24477805575425887,0.403107371162907,-0.20862008312258581,-0.07029956394270241,-0.3838190539639561,-0.0680571765458508,-0.24236567147160093,-0.12294493638915721,1.0899966782959383,1.4312588175798164,1.00180843883477,1.1659740716896905,9.235294117647058,2355.0,255,11.78125,1885.0,160,8.375,1809.0,216,9.083333333333334,981.0,108,14.46938775510204,2127.0,147,6.603448275862069,766.0,116,13.233333333333333,2779.0,210,7.048,881.0,125,13.233644859813085,1416.0,107,14.535714285714286,2442.0,168,11.4,2052.0,180,14.504950495049505,1465.0,101,14.272727272727273,2198.0,154,7.142857142857143,450.0,63,8.526315789473685,648.0,76,21.271428571428572,2978.0,140,8.161290322580646,1265.0,155,10.916666666666666,655.0,60,20.482758620689655,1782.0,87,12.621052631578948,1199.0,95,9.53781512605042,1135.0,119,13.95774647887324,991.0,71,15.0375,2406.0,160,16.829545454545453,1481.0,88,10.15625,1300.0,128,14.084745762711865,831.0,59,13.422535211267606,953.0,71,11.428571428571429,640.0,56,9.76923076923077,508.0,52,12.616438356164384,921.0,73,32.85454545454545,3614.0,110,7.185185185185185,388.0,54,15.948717948717949,622.0,39,12.172043010752688,1132.0,93,20.61111111111111,1484.0,72,15.233333333333333,914.0,60,24.424657534246574,1783.0,73,9.557692307692308,497.0,52,16.560606060606062,1093.0,66,8.418604651162791,362.0,43,34.82142857142857,1950.0,56,59.19047619047619,3729.0,63,19.596153846153847,1019.0,52,39.64150943396226,4202.0,106,8.121212121212121,268.0,33,19.607142857142858,549.0,28,26.35185185185185,1423.0,54,14.0,448.0,32,15.071428571428571,844.0,56,17.434782608695652,401.0,23,16.833333333333332,606.0,36,16.896551724137932,490.0,29,22.574468085106382,1061.0,47,25.00943396226415,2651.0,106,22.333333333333332,1072.0,48,14.277777777777779,257.0,18,25.0,550.0,22,22.38235294117647,761.0,34,35.294871794871796,2753.0,78,30.928571428571427,433.0,14,16.55,993.0,60,66.05263157894737,1255.0,19,58.648648648648646,4340.0,74,27.6,1104.0,40,16.533333333333335,248.0,15,13.952380952380953,879.0,63,25.5,51.0,2,48.0,720.0,15,12.961538461538462,1011.0,78,5.714285714285714,80.0,14,89.25,1071.0,12,52.666666666666664,316.0,6,3.112676056338028,221.0,71,7.218181818181818,397.0,55,46.833333333333336,281.0,6,39.8,199.0,5,23.285714285714285,163.0,7,32.333333333333336,194.0,6,130.5142857142857,4568.0,35,37.25,298.0,8,35.611111111111114,641.0,18,47.333333333333336,142.0,3,75.13333333333334,1127.0,15,66.88235294117646,1137.0,17,34.411764705882355,585.0,17,59.5,238.0,4,71.83333333333333,862.0,12,2.5,25.0,10,96.54545454545455,1062.0,11,0.0,0.0,0,47.5,380.0,8,107.66666666666667,969.0,9,65.25,261.0,4,239.42857142857142,1676.0,7,0.0,0.0,0,0.0,0.0,0,0.6156111929307806,0.35198821796759944,0.010309278350515464,0.022091310751104567,0.8467741935483871,0.046370967741935484,0.0,0.10685483870967742,0.4829787234042553,0.019148936170212766,0.4978723404255319,0.0,0.12014134275618374,0.007067137809187279,0.7243816254416962,0.14840989399293286,0.0,0.5862068965517241,0.0,0.41379310344827586
LL5-B6__2021-06-02_SPD__AgedB6-1427,0.5532182653464927,-0.28796008266013223,0.14694862079603876,0.23768955587446,0.2565153302861232,-0.8613528201955718,0.3411445120743657,0.3390827877104271,0.813749679900318,0.9753392206342484,0.6411669476548691,0.6979007887291406,12.925925925925926,349.0,27,10.035714285714286,562.0,56,11.3,113.0,10,8.65,173.0,20,14.333333333333334,1204.0,84,8.3,83.0,10,14.4,144.0,10,8.823529411764707,150.0,17,15.666666666666666,705.0,45,10.461538461538462,136.0,13,9.071428571428571,127.0,14,9.23728813559322,545.0,59,7.9,79.0,10,9.666666666666666,58.0,6,9.368421052631579,178.0,19,18.545454545454547,204.0,11,2.7142857142857144,19.0,7,11.461538461538462,149.0,13,23.413793103448278,679.0,29,16.90909090909091,186.0,11,8.333333333333334,25.0,3,15.05,602.0,40,11.0,110.0,10,15.318181818181818,1011.0,66,15.0,15.0,1,10.296296296296296,278.0,27,7.857142857142857,55.0,7,12.0,216.0,18,20.857142857142858,146.0,7,10.625,595.0,56,53.42857142857143,1122.0,21,6.0,6.0,1,20.5,82.0,4,3.75,15.0,4,15.2,304.0,20,4.2,21.0,5,51.172413793103445,1484.0,29,7.5,15.0,2,5.75,23.0,4,19.25,77.0,4,378.14772727272725,33277.0,88,273.1014492753623,18844.0,69,7.5,15.0,2,66.75,534.0,8,0.0,0.0,0,11.6,58.0,5,0.0,0.0,0,14.166666666666666,85.0,6,13.571428571428571,95.0,7,48.875,391.0,8,7.0,14.0,2,19.0,57.0,3,11.0,11.0,1,10.0,30.0,3,18.25,73.0,4,6.666666666666667,20.0,3,31.8,159.0,5,28.0,140.0,5,89.33333333333333,268.0,3,28.0,224.0,8,0.0,0.0,0,455.5,15487.0,34,112.5,450.0,4,0.0,0.0,0,21.5,86.0,4,19.75,158.0,8,13.0,39.0,3,169.66666666666666,3563.0,21,13.0,182.0,14,0.0,0.0,0,181.66666666666666,545.0,3,308.8333333333333,3706.0,12,11.0,22.0,2,13.666666666666666,41.0,3,624.0833333333334,14978.0,24,70.8,354.0,5,0.0,0.0,0,40.0,160.0,4,26.0,78.0,3,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,50.0,50.0,1,0.0,0.0,0,0.0,0.0,0,22.0,22.0,1,7.0,7.0,1,66.0,462.0,7,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,115.0,115.0,1,217.33333333333334,1304.0,6,0.0,0.0,0,0.0,0.0,0,0.38181818181818183,0.5454545454545454,0.05454545454545454,0.01818181818181818,0.8636363636363636,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.33663366336633666,0.0,0.6633663366336634,0.0,0.036585365853658534,0.0,0.7804878048780488,0.18292682926829268,0.0,0.07692307692307693,0.0,0.9230769230769231
