name,has_combined_result,has_combined_embedding
NV14-B7B8__2020-02-05__DO-40-2189,True,True
NV14-B7B8__2020-02-11__DO-1D-3177,True,True
NV14-B7B8__2020-02-11__DO-1D-3180,True,True
NV14-B7B8__2020-02-11__DO-20-1183,True,True
NV14-B7B8__2020-02-11__DO-20-1189,True,True
NV14-B7B8__2020-02-12__DO-1D-3185,True,True
NV14-B7B8__2020-02-12__DO-1D-3189,True,True
NV14-B7B8__2020-02-12__DO-2D-4177,True,True
NV14-B7B8__2020-02-12__DO-2D-4180,True,True
NV14-B7B8__2020-02-12__DO-2D-4186,True,True
NV14-B7B8__2020-02-12__DO-2D-4192,True,True
NV14-B7B8__2020-03-23__DO-20-1040,True,True
NV14-B7B8__2020-03-23__DO-20-1066,True,True
NV14-B7B8__2020-03-23__DO-20-1074,True,True
NV14-B7B8__2020-03-23__DO-40-2073,True,True
NV14-B7B8__2020-03-30__DO-20-1097,True,True
NV14-B7B8__2020-03-30__DO-20-1099,True,True
NV14-B7B8__2020-03-30__DO-40-2102,True,True
NV14-B7B8__2020-03-30__DO-40-2111,True,True
NV14-B7B8__2020-04-01__DO-40-2081,True,True
NV14-B7B8__2020-04-01__DO-40-2088,True,True
NV14-B7B8__2020-04-07__DO-40-2050,True,True
NV14-B7B8__2020-04-07__DO-40-2059,True,True
NV14-B7B8__2020-04-13__DO-20-1129,True,True
NV14-B7B8__2020-04-13__DO-20-1136,True,True
NV14-B7B8__2020-04-13__DO-40-2133,True,True
NV14-B7B8__2020-04-13__DO-AL-0141,True,True
NV14-B7B8__2020-04-14__DO-1D-3134,True,True
NV14-B7B8__2020-04-14__DO-1D-3139,True,True
NV14-B7B8__2020-04-14__DO-2D-4143,True,True
NV14-B7B8__2020-04-14__DO-40-2137,True,True
NV14-B7B8__2020-05-04__DO-20-1122,True,True
NV14-B7B8__2020-05-04__DO-20-1124,True,True
NV14-B7B8__2020-05-04__DO-2D-4113,True,True
NV14-B7B8__2020-05-04__DO-2D-4122,True,True
NV14-B7B8__2020-05-04__DO-AL-0118,True,True
NV14-B7B8__2020-05-05__DO-40-2115,True,True
NV14-B7B8__2020-05-05__DO-40-2117,True,True
NV14-B7B8__2020-05-05__DO-40-2123,True,True
NV14-B7B8__2020-05-05__DO-40-2126,True,True
NV14-B7B8__2020-05-11__DO-1D-3145,True,True
NV14-B7B8__2020-05-11__DO-20-1146,True,True
NV14-B7B8__2020-05-11__DO-20-1152,True,True
NV14-B7B8__2020-05-11__DO-20-1157,True,True
NV14-B7B8__2020-05-11__DO-AL-0157,True,True
NV14-B7B8__2020-05-12__DO-2D-4145,True,True
NV14-B7B8__2020-05-12__DO-2D-4149,True,True
NV14-B7B8__2020-05-12__DO-40-2145,True,True
NV14-B7B8__2020-05-12__DO-40-2149,True,True
NV14-B7B8__2020-05-12__DO-40-2151,True,True
NV14-B7B8__2020-05-13__DO-40-2153,True,True
NV14-B7B8__2020-05-13__DO-40-2157,True,True
NV14-B7B8__2020-05-13__DO-40-2159,True,True
NV14-B7B8__2020-07-06__DO-20-1168,True,True
NV14-B7B8__2020-07-06__DO-40-2162,True,True
NV14-B7B8__2020-07-06__DO-40-2167,True,True
NV14-B7B8__2020-07-06__DO-AL-0172,True,True
NV14-B7B8__2020-07-07__DO-1D-3163,True,True
NV14-B7B8__2020-07-07__DO-1D-3169,True,True
NV14-B7B8__2020-07-07__DO-40-2172,True,True
NV14-B7B8__2020-07-07__DO-40-2175,True,True
NV14-B7B8__2020-07-08__DO-2D-4162,True,True
NV14-B7B8__2020-07-08__DO-2D-4167,True,True
NV14-B7B8__2020-07-08__DO-2D-4171,True,True
NV14-B7B8__2020-07-08__DO-2D-4174,True,True
NV14-B7B8__2020-07-09__DO-20-1097,True,True
NV14-B7B8__2020-07-09__DO-20-1109,True,True
NV14-B7B8__2020-07-09__DO-40-2101,True,True
NV14-B7B8__2020-07-09__DO-40-2111,True,True
NV14-B7B8__2020-07-10__DO-1D-3134,True,True
NV14-B7B8__2020-07-10__DO-20-1136,True,True
NV14-B7B8__2020-07-10__DO-40-2137,True,True
NV14-B7B8__2020-07-10__DO-AL-0141,True,True
NV14-B7B8__2020-07-21__DO-40-2070,True,True
NV14-B7B8__2020-07-28__DO-20-1179,True,True
NV14-B7B8__2020-07-28__DO-20-1186,True,True
NV14-B7B8__2020-07-28__DO-20-1189,True,True
NV14-B7B8__2020-07-28__DO-2D-4180,True,True
NV14-B7B8__2020-07-28__DO-AL-0180,True,True
NV14-B7B8__2020-07-29__DO-2D-4186,True,True
NV14-B7B8__2020-07-29__DO-2D-4192,True,True
NV14-B7B8__2020-07-29__DO-40-2178,True,True
NV14-B7B8__2020-07-29__DO-40-2181,True,True
NV14-B7B8__2020-07-29__DO-40-2183,True,True
NV14-B7B8__2020-07-30__DO-40-2088,True,True
NV14-B7B8__2020-07-30__DO-40-2186,True,True
NV14-B7B8__2020-07-30__DO-40-2192,True,True
NV14-B7B8__2020-08-05__DO-20-1151,True,True
NV14-B7B8__2020-08-05__DO-20-1156,True,True
NV14-B7B8__2020-08-05__DO-40-2145,True,True
NV14-B7B8__2020-08-05__DO-40-2149,True,True
NV14-B7B8__2020-08-05__DO-40-2151,True,True
NV14-B7B8__2020-08-06__DO-1D-3145,True,True
NV14-B7B8__2020-08-06__DO-40-2153,True,True
NV14-B7B8__2020-08-06__DO-40-2157,True,True
NV14-B7B8__2020-08-06__DO-40-2159,True,True
NV14-B7B8__2020-08-13__DO-20-1127,True,True
NV14-B7B8__2020-08-13__DO-40-2116,True,True
NV14-B7B8__2020-08-13__DO-40-2118,True,True
NV14-B7B8__2020-08-13__DO-AL-0118,True,True
NV14-B7B8__2020-09-21__DO-20-1101,True,True
NV14-B7B8__2020-09-21__DO-40-2099,True,True
NV14-B7B8__2020-09-21__DO-40-2111,True,True
NV14-B7B8__2020-09-28__DO-20-1168,True,True
NV14-B7B8__2020-09-29__DO-2D-4165,True,True
NV14-B7B8__2020-09-29__DO-2D-4171,True,True
NV14-B7B8__2020-09-29__DO-40-2172,True,True
NV14-B7B8__2020-10-14__DO-40-2115,True,True
NV14-B7B8__2020-10-14__DO-40-2118,True,True
NV14-B7B8__2020-10-14__DO-AL-0118,True,True
NV14-B7B8__2020-10-26__DO-20-1136,True,True
NV14-B7B8__2020-10-26__DO-20-1178,True,True
NV14-B7B8__2020-10-26__DO-20-1186,True,True
NV14-B7B8__2020-10-26__DO-20-1190,True,True
NV14-B7B8__2020-10-27__DO-40-2181,True,True
NV14-B7B8__2020-10-27__DO-40-2182,True,True
NV14-B7B8__2020-10-27__DO-40-2184,True,True
NV14-B7B8__2020-10-28__DO-40-2186,True,True
NV14-B7B8__2020-10-28__DO-40-2192,True,True
NV14-B7B8__2020-12-28__DO-20-1136,True,True
NV14-B7B8__2021-01-11__DO-2D-4171,True,True
NV14-B7B8__2021-01-18__DO-20-1136,True,False
NV14-B7B8__2021-01-18__DO-20-1151,True,True
NV14-B7B8__2021-01-18__DO-40-2146,True,True
NV14-B7B8__2021-01-18__DO-40-2156,True,True
NV14-B7B8__2021-01-25__DO-40-2099,True,True
NV14-B7B8__2021-01-25__DO-40-2115,True,True
NV14-B7B8__2021-01-25__DO-40-2118,True,True
NV14-B7B8__2021-02-03__DO-20-1186,True,True
NV14-B7B8__2021-02-03__DO-40-2187,True,True
NV14-B7B8__2021-02-04__DO-40-2179,True,True
NV14-B7B8__2021-02-04__DO-40-2183,True,True
NV15-B7B8__2019-12-23__DO-40-2024,True,True
NV15-B7B8__2019-12-24__DO-20-1056,True,True
NV15-B7B8__2019-12-24__DO-40-2056,True,True
NV15-B7B8__2019-12-24__DO-40-2061,True,True
NV15-B7B8__2019-12-30__DO-1D-3110,True,True
NV15-B7B8__2019-12-30__DO-1D-3112,True,True
NV15-B7B8__2019-12-30__DO-2D-4099,True,True
NV15-B7B8__2019-12-30__DO-AL-0102,True,True
NV15-B7B8__2020-01-02__DO-20-1097,True,False
NV15-B7B8__2020-01-02__DO-20-1098,True,False
NV15-B7B8__2020-01-02__DO-20-1100,True,False
NV15-B7B8__2020-01-02__DO-40-2099,True,True
NV15-B7B8__2020-01-02__DO-40-2107,True,False
NV15-B7B8__2020-01-02__DO-40-2108,True,True
NV15-B7B8__2020-01-03__DO-40-2102,True,True
NV15-B7B8__2020-01-06__DO-1D-3163,True,True
NV15-B7B8__2020-01-06__DO-1D-3168,True,True
NV15-B7B8__2020-01-06__DO-2D-4164,True,True
NV15-B7B8__2020-01-06__DO-2D-4167,True,True
NV15-B7B8__2020-01-06__DO-2D-4171,True,True
NV15-B7B8__2020-01-06__DO-2D-4174,True,True
NV15-B7B8__2020-01-07__DO-1D-3170,True,True
NV15-B7B8__2020-01-07__DO-1D-3174,True,True
NV15-B7B8__2020-01-07__DO-40-2164,True,True
NV15-B7B8__2020-01-07__DO-40-2168,True,True
NV15-B7B8__2020-01-07__DO-40-2171,True,True
NV15-B7B8__2020-01-07__DO-40-2174,True,True
NV15-B7B8__2020-01-07__DO-40-2176,True,True
NV15-B7B8__2020-01-08__DO-20-1164,True,True
NV15-B7B8__2020-01-08__DO-20-1168,True,True
NV15-B7B8__2020-01-08__DO-20-1171,True,True
NV15-B7B8__2020-01-08__DO-20-1174,True,True
NV15-B7B8__2020-01-08__DO-20-1176,True,True
NV15-B7B8__2020-01-08__DO-AL-0173,True,True
NV15-B7B8__2020-01-08__DO-AL-0176,True,True
NV15-B7B8__2020-01-13__DO-AL-0162,True,True
NV15-B7B8__2020-01-20__DO-20-1066,True,True
NV15-B7B8__2020-01-20__DO-20-1071,True,True
NV15-B7B8__2020-01-21__DO-40-2073,True,True
NV15-B7B8__2020-01-27__DO-1D-3092,True,True
NV15-B7B8__2020-01-27__DO-2D-4084,True,True
NV15-B7B8__2020-01-27__DO-40-2087,True,True
NV15-B7B8__2020-01-28__DO-20-1116,True,True
NV15-B7B8__2020-01-28__DO-20-1123,True,True
NV15-B7B8__2020-01-28__DO-20-1127,True,True
NV15-B7B8__2020-01-28__DO-AL-0125,True,True
NV15-B7B8__2020-01-29__DO-40-2114,True,True
NV15-B7B8__2020-01-29__DO-40-2116,True,True
NV15-B7B8__2020-01-29__DO-40-2118,True,True
NV15-B7B8__2020-01-29__DO-40-2124,True,True
NV15-B7B8__2020-01-29__DO-40-2126,True,True
NV15-B7B8__2020-02-03__DO-1D-3114,True,True
NV15-B7B8__2020-02-03__DO-1D-3123,True,True
NV15-B7B8__2020-02-03__DO-2D-4113,True,True
NV15-B7B8__2020-02-03__DO-2D-4119,True,True
NV15-B7B8__2020-02-03__DO-2D-4128,True,True
NV15-B7B8__2020-02-04__DO-20-1178,True,True
NV15-B7B8__2020-02-04__DO-AL-0180,True,True
NV15-B7B8__2020-02-04__DO-AL-0184,True,True
NV15-B7B8__2020-02-05__DO-40-2179,True,True
NV15-B7B8__2020-02-05__DO-40-2182,True,True
NV15-B7B8__2020-02-05__DO-40-2184,True,True
NV15-B7B8__2020-02-05__DO-40-2187,True,True
NV15-B7B8__2020-02-05__DO-40-2192,True,True
NV15-B7B8__2020-02-11__DO-1D-3178,True,True
NV15-B7B8__2020-02-11__DO-1D-3182,True,True
NV15-B7B8__2020-02-11__DO-20-1186,True,True
NV15-B7B8__2020-02-11__DO-20-1188,True,True
NV15-B7B8__2020-02-11__DO-20-1190,True,True
NV15-B7B8__2020-02-12__DO-1D-3188,True,True
NV15-B7B8__2020-02-12__DO-1D-3190,True,True
NV15-B7B8__2020-02-12__DO-20-1191,True,True
NV15-B7B8__2020-02-12__DO-2D-4178,True,True
NV15-B7B8__2020-02-12__DO-2D-4184,True,True
NV15-B7B8__2020-02-12__DO-2D-4190,True,True
NV15-B7B8__2020-03-23__DO-20-1069,True,True
NV15-B7B8__2020-03-23__DO-40-2070,True,True
NV15-B7B8__2020-03-23__DO-40-2077,True,True
NV15-B7B8__2020-03-30__DO-1D-3111,True,True
NV15-B7B8__2020-03-30__DO-20-1101,True,True
NV15-B7B8__2020-03-30__DO-40-2099,True,True
NV15-B7B8__2020-03-30__DO-40-2107,True,True
NV15-B7B8__2020-04-01__DO-40-2087,True,True
NV15-B7B8__2020-04-07__DO-40-2056,True,True
NV15-B7B8__2020-04-07__DO-40-2061,True,True
NV15-B7B8__2020-04-13__DO-20-1135,True,True
NV15-B7B8__2020-04-13__DO-40-2130,True,True
NV15-B7B8__2020-04-13__DO-40-2135,True,True
NV15-B7B8__2020-04-13__DO-AL-0143,True,True
NV15-B7B8__2020-04-14__DO-1D-3135,True,True
NV15-B7B8__2020-04-14__DO-2D-4132,True,True
NV15-B7B8__2020-04-14__DO-40-2141,True,True
NV15-B7B8__2020-05-04__DO-20-1123,True,True
NV15-B7B8__2020-05-04__DO-20-1127,True,True
NV15-B7B8__2020-05-04__DO-2D-4114,True,True
NV15-B7B8__2020-05-04__DO-AL-0125,True,True
NV15-B7B8__2020-05-05__DO-40-2116,True,True
NV15-B7B8__2020-05-05__DO-40-2118,True,True
NV15-B7B8__2020-05-05__DO-40-2124,True,True
NV15-B7B8__2020-05-05__DO-40-2125,True,True
NV15-B7B8__2020-05-11__DO-20-1151,True,True
NV15-B7B8__2020-05-11__DO-20-1156,True,True
NV15-B7B8__2020-05-11__DO-20-1158,True,True
NV15-B7B8__2020-05-11__DO-2D-4158,True,True
NV15-B7B8__2020-05-11__DO-AL-0158,True,True
NV15-B7B8__2020-05-12__DO-2D-4148,True,True
NV15-B7B8__2020-05-12__DO-2D-4151,True,True
NV15-B7B8__2020-05-12__DO-40-2146,True,True
NV15-B7B8__2020-05-12__DO-40-2150,True,True
NV15-B7B8__2020-05-12__DO-40-2152,True,True
NV15-B7B8__2020-05-13__DO-40-2156,True,True
NV15-B7B8__2020-05-13__DO-40-2158,True,True
NV15-B7B8__2020-05-13__DO-40-2160,True,True
NV15-B7B8__2020-07-06__DO-20-1170,True,True
NV15-B7B8__2020-07-06__DO-40-2164,True,True
NV15-B7B8__2020-07-06__DO-40-2168,True,True
NV15-B7B8__2020-07-06__DO-AL-0176,True,True
NV15-B7B8__2020-07-07__DO-1D-3168,True,True
NV15-B7B8__2020-07-07__DO-1D-3170,True,True
NV15-B7B8__2020-07-07__DO-40-2174,True,True
NV15-B7B8__2020-07-07__DO-40-2176,True,True
NV15-B7B8__2020-07-08__DO-2D-4165,True,True
NV15-B7B8__2020-07-08__DO-2D-4168,True,True
NV15-B7B8__2020-07-08__DO-2D-4172,True,True
NV15-B7B8__2020-07-09__DO-20-1101,True,True
NV15-B7B8__2020-07-09__DO-40-2099,True,True
NV15-B7B8__2020-07-09__DO-40-2107,True,True
NV15-B7B8__2020-07-10__DO-20-1129,True,True
NV15-B7B8__2020-07-10__DO-40-2135,True,True
NV15-B7B8__2020-07-10__DO-40-2141,True,True
NV15-B7B8__2020-07-28__DO-20-1178,True,True
NV15-B7B8__2020-07-28__DO-20-1183,True,True
NV15-B7B8__2020-07-28__DO-20-1187,True,False
NV15-B7B8__2020-07-28__DO-20-1190,True,True
NV15-B7B8__2020-07-28__DO-2D-4184,True,False
NV15-B7B8__2020-07-29__DO-1D-3188,True,True
NV15-B7B8__2020-07-29__DO-2D-4190,True,True
NV15-B7B8__2020-07-29__DO-40-2179,True,True
NV15-B7B8__2020-07-29__DO-40-2182,True,True
NV15-B7B8__2020-07-29__DO-40-2184,True,True
NV15-B7B8__2020-07-30__DO-40-2081,True,True
NV15-B7B8__2020-07-30__DO-40-2187,True,True
NV15-B7B8__2020-08-05__DO-20-1152,True,True
NV15-B7B8__2020-08-05__DO-20-1157,True,True
NV15-B7B8__2020-08-05__DO-40-2146,True,True
NV15-B7B8__2020-08-05__DO-40-2150,True,True
NV15-B7B8__2020-08-05__DO-40-2152,True,True
NV15-B7B8__2020-08-06__DO-40-2156,True,True
NV15-B7B8__2020-08-06__DO-40-2158,True,True
NV15-B7B8__2020-08-06__DO-40-2160,True,True
NV15-B7B8__2020-08-13__DO-20-1123,True,True
NV15-B7B8__2020-08-13__DO-40-2115,True,True
NV15-B7B8__2020-08-13__DO-40-2117,True,True
NV15-B7B8__2020-08-13__DO-40-2126,True,True
NV15-B7B8__2020-09-21__DO-40-2107,True,True
NV15-B7B8__2020-09-28__DO-20-1170,True,True
NV15-B7B8__2020-09-28__DO-40-2164,True,True
NV15-B7B8__2020-09-28__DO-40-2168,True,True
NV15-B7B8__2020-09-29__DO-2D-4167,True,True
NV15-B7B8__2020-09-29__DO-2D-4172,True,True
NV15-B7B8__2020-09-29__DO-40-2176,True,True
NV15-B7B8__2020-10-14__DO-40-2117,True,True
NV15-B7B8__2020-10-14__DO-40-2126,True,True
NV15-B7B8__2020-10-26__DO-20-1179,True,True
NV15-B7B8__2020-10-26__DO-20-1188,True,True
NV15-B7B8__2020-10-26__DO-2D-4186,True,True
NV15-B7B8__2020-10-26__DO-40-2141,True,True
NV15-B7B8__2020-10-27__DO-40-2181,True,False
NV15-B7B8__2020-10-27__DO-40-2183,True,True
NV15-B7B8__2020-10-28__DO-40-2187,True,True
NV15-B7B8__2020-12-28__DO-40-2141,True,True
NV15-B7B8__2021-01-11__DO-40-2164,True,True
NV15-B7B8__2021-01-11__DO-40-2168,True,True
NV15-B7B8__2021-01-18__DO-20-1152,True,True
NV15-B7B8__2021-01-18__DO-40-2141,True,False
NV15-B7B8__2021-01-18__DO-40-2153,True,True
NV15-B7B8__2021-01-18__DO-40-2159,True,True
NV15-B7B8__2021-01-25__DO-40-2107,True,True
NV15-B7B8__2021-01-25__DO-40-2117,True,True
NV15-B7B8__2021-01-25__DO-40-2126,True,True
NV15-B7B8__2021-02-03__DO-20-1188,True,True
NV15-B7B8__2021-02-03__DO-40-2192,True,True
NV15-B7B8__2021-02-04__DO-40-2181,True,False
NV15-B7B8__2021-02-04__DO-40-2184,True,False
